SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,02,0,250,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,03,0,178,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,04,0,172,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,05,3,178,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,06,0,178,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,07,0,189,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,08,0,183,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,09,0,200,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,10,0,250,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,11,0,239,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,12,0,222,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,13,0,267,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,14,0,206,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,15,0,222,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,16,0,222,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,17,0,228,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,18,0,211,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,19,0,222,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,20,0,244,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,21,0,222,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,22,0,211,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,23,0,228,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,24,0,233,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,25,0,217,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,26,0,261,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,27,0,317,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,28,0,322,167
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,29,0,294,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,30,0,217,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,08,31,0,206,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,01,0,278,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,02,0,300,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,03,0,311,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,04,0,333,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,05,0,339,161
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,06,0,311,161
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,07,0,206,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,08,0,222,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,09,0,200,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,10,0,211,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,11,0,194,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,12,0,189,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,13,0,194,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,14,0,194,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,15,0,189,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,16,0,178,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,17,0,194,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,18,0,200,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,19,0,222,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,20,0,211,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,21,0,194,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,22,0,267,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,23,0,283,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,24,0,244,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,25,0,250,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,26,0,244,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,27,0,261,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,28,0,200,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,29,0,200,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,09,30,0,233,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,01,0,233,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,02,0,233,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,03,30,222,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,04,8,200,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,05,0,217,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,06,0,239,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,07,0,250,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,08,0,244,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,09,0,206,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,10,0,167,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,11,0,189,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,12,0,206,139
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,13,0,256,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,14,0,267,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,15,0,278,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,16,0,283,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,17,0,289,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,18,0,189,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,19,0,156,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,20,0,172,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,21,0,250,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,22,0,278,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,23,0,272,133
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,24,0,272,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,25,0,278,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,26,0,200,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,27,0,161,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,28,0,183,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,29,0,172,89
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,30,5,194,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,10,31,38,217,150
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,01,335,183,156
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,02,8,183,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,03,48,172,111
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,04,0,156,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,05,0,161,72
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,06,0,189,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,07,0,222,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,08,20,167,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,09,0,161,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,10,0,156,94
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,11,0,156,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,12,0,178,128
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,13,0,211,100
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,14,0,256,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,15,0,261,144
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,16,0,228,117
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,17,0,228,122
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,18,0,172,106
SAN FRANCISCO INTERNATIONAL AIRPORT CA US,2008,11,19,0,139,100
